-47.11106897,-49.31225718,-48.56903933,-50.05547503
-46.86840583,-49.31225718,-48.56903933,-50.05547503
-46.58980294,-49.31225718,-48.56903933,-50.05547503
-47.21589578,-49.31225718,-48.56903933,-50.05547503
-46.93459664,-49.31225718,-48.56903933,-50.05547503
-46.95621732,-49.31225718,-48.56903933,-50.05547503
-47.2411095,-49.31225718,-48.56903933,-50.05547503
-46.83100272,-49.31225718,-48.56903933,-50.05547503
-47.23703977,-49.31225718,-48.56903933,-50.05547503
-46.87568885,-49.31225718,-48.56903933,-50.05547503
-47.09052805,-49.31225718,-48.56903933,-50.05547503
-47.65943167,-49.31225718,-48.56903933,-50.05547503
-46.89879966,-49.31225718,-48.56903933,-50.05547503
-47.14384449,-49.31225718,-48.56903933,-50.05547503
-47.13212546,-49.31225718,-48.56903933,-50.05547503
-46.90335731,-49.31225718,-48.56903933,-50.05547503
-46.98824494,-49.31225718,-48.56903933,-50.05547503
-47.03867629,-49.31225718,-48.56903933,-50.05547503
-47.79265099,-49.31225718,-48.56903933,-50.05547503
-48.09882292,-49.31225718,-48.56903933,-50.05547503
-48.12185969,-49.31225718,-48.56903933,-50.05547503
-48.8971152,-49.31225718,-48.56903933,-50.05547503
-49.51335981,-49.31225718,-48.56903933,-50.05547503
-48.2259891,-49.31225718,-48.56903933,-50.05547503
-47.49641028,-49.31225718,-48.56903933,-50.05547503
-46.11385853,-49.31225718,-48.56903933,-50.05547503
-45.16158615,-49.31225718,-48.56903933,-50.05547503
-44.22566946,-49.31225718,-48.56903933,-50.05547503
-49.81157167,-49.31225718,-48.56903933,-50.05547503
-48.8608691,-49.31225718,-48.56903933,-50.05547503
-51.80110262,-49.31225718,-48.56903933,-50.05547503
-50.01901283,-49.31225718,-48.56903933,-50.05547503
-47.84651311,-49.31225718,-48.56903933,-50.05547503
-45.9564,-49.31225718,-48.56903933,-50.05547503
-49.16768632,-49.31225718,-48.56903933,-50.05547503
-45.16225,-49.31225718,-48.56903933,-50.05547503
-45.57173102,-49.31225718,-48.56903933,-50.05547503
-46.2693529,-49.31225718,-48.56903933,-50.05547503
-48.01350725,-49.31225718,-48.56903933,-50.05547503
-47.22506689,-49.31225718,-48.56903933,-50.05547503
-45.59675319,-49.31225718,-48.56903933,-50.05547503
-46.12014474,-49.31225718,-48.56903933,-50.05547503
-43.56559906,-49.31225718,-48.56903933,-50.05547503
-47.74401782,-49.31225718,-48.56903933,-50.05547503
-47.69259312,-49.31225718,-48.56903933,-50.05547503
-44.69908868,-49.31225718,-48.56903933,-50.05547503
-45.21273284,-49.31225718,-48.56903933,-50.05547503
-44.65680737,-49.31225718,-48.56903933,-50.05547503
-46.39802671,-49.31225718,-48.56903933,-50.05547503
-47.498911,-49.31225718,-48.56903933,-50.05547503
-46.00529762,-49.31225718,-48.56903933,-50.05547503
-49.30163902,-49.31225718,-48.56903933,-50.05547503
-45.04410476,-49.31225718,-48.56903933,-50.05547503
-50.99573707,-49.31225718,-48.56903933,-50.05547503
-48.25674625,-49.31225718,-48.56903933,-50.05547503
-53.99841292,-49.31225718,-48.56903933,-50.05547503
-57.2617309,-49.31225718,-48.56903933,-50.05547503
-56.30168352,-49.31225718,-48.56903933,-50.05547503
-55.56662725,-49.31225718,-48.56903933,-50.05547503
-57.73200414,-49.31225718,-48.56903933,-50.05547503
-60.05573123,-49.31225718,-48.56903933,-50.05547503
-56.08617538,-49.31225718,-48.56903933,-50.05547503
-52.42357101,-49.31225718,-48.56903933,-50.05547503
-52.99129105,-49.31225718,-48.56903933,-50.05547503
-56.08453312,-49.31225718,-48.56903933,-50.05547503
-53.48463127,-49.31225718,-48.56903933,-50.05547503
